"","Rank","Company","Ticker","Sector","Industry","Profitable","Founder_is_CEO","FemaleCEO","Growth_in_Jobs","Change_in_Rank","Gained_in_Rank","Dropped_in_Rank","Newcomer_to_the_Fortune500","Global500","Best_Companies","Number_of_employees","MarketCap_March31_M","RevenuePercentChange","ProfitsPercentChange","CEO","Country","HeadquartersCity","HeadquartersState","Website","CompanyType","Footnote","Revenues","Abs_Profits","Assets","MarketCap_March31"
"855",855,"Entegris","ENTG","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",104,"yes","no","n/a","no","no",10000,12276,42.8,-48.9,"Bertrand Loy","U.S.","Billerica","MA","www.entegris.com","Public","Market value as of March 31, 2023.",3.282e+09,2.09e+08,1.0139e+10,1.2276e+10
"856",856,"TEGNA","TGNA","Media","Entertainment","yes","false","false","yes",-24,"no","yes","n/a","no","no",6300,3780,9.6,32.2,"David T. Lougee","U.S.","Tysons","VA","www.tegna.com","Public","Market value as of March 31, 2023.",3.279e+09,6.31e+08,7.329e+09,3.78e+09
"857",857,"Annaly Capital Management","NLY","Financials","Diversified Financials","yes","false","false","no",10,"yes","no","n/a","no","no",161,9438,15.3,-27.8,"David L. Finkelstein","U.S.","New York","NY","www.annaly.com","Public","A real estate investment trust. Market value as of March 31, 2023.",3.27e+09,1.725e+09,8.1851e+10,9.438e+09
"858",858,"Cracker Barrel Old Country Store","CBRL","Hotels, Restaurants & Leisure","Food Services","yes","false","true","yes",13,"yes","no","n/a","no","no",73000,2516,15.8,-48.2,"Sandra B. Cochran","U.S.","Lebanon","TN","www.crackerbarrel.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",3.268e+09,1.32e+08,2.295e+09,2.516e+09
"859",859,"QuidelOrtho","QDEL","Health Care","Medical Products and Equipment","yes","false","false","yes",NA,"","","n/a","no","no",7000,5925,92.3,-22.1,"Douglas C. Bryant","U.S.","San Diego","CA","www.quidelortho.com","Public","Acquired Ortho, reorganized as a holding company, and changed name from Quidel, May 27, 2022. Market value as of March 31, 2023.",3.266e+09,5.49e+08,8.856e+09,5.925e+09
"860",860,"Western Midstream Partners","WES","Energy","Pipelines","yes","false","false","yes",-2,"no","yes","n/a","no","no",1217,10150,13,32.8,"Michael P. Ure","U.S.","The Woodlands","TX","www.westernmidstream.com","Public","A partnership. Market value as of March 31, 2023.",3.252e+09,1.217e+09,1.1272e+10,1.015e+10
"861",861,"Magellan Midstream Partners","MMP","Energy","Pipelines","yes","false","false","no",-2,"no","yes","n/a","no","no",1655,11031,13.3,5.5,"Aaron L. Milford","U.S.","Tulsa","OK","www.magellanlp.com","Public","Includes revenues from discontinued operations. A partnership. Market value as of March 31, 2023.",3.252e+09,1.036e+09,7.708e+09,1.1031e+10
"862",862,"WeWork","WE","Financials","Real estate","no","false","false","no",52,"yes","no","n/a","no","no",4300,568,26.3,NA,"David Tolley","U.S.","New York","NY","www.wework.com","Public","Market value as of March 31, 2023.",3.245e+09,2.034e+09,1.7863e+10,5.68e+08
"863",863,"NexTier Oilfield Solutions","NEX","Energy","Oil and Gas Equipment, Services","yes","false","false","yes",NA,"","","n/a","no","no",4302,1858,128,NA,"Robert W. Drummond","U.S.","Houston","TX","www.nextierofs.com","Public","Market value as of March 31, 2023.",3.245e+09,3.15e+08,1.727e+09,1.858e+09
"864",864,"Callon Petroleum","CPE","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",354,2061,58,231.3,"Joseph C. Gatto Jr.","U.S.","Houston","TX","www.callon.com","Public","Market value as of March 31, 2023.",3.231e+09,1.21e+09,6.146e+09,2.061e+09
"865",865,"G-III Apparel Group","GIII","Apparel","Apparel","no","false","false","yes",20,"yes","no","n/a","no","no",4150,723,16.6,-166.3,"Morris Goldfarb","U.S.","New York","NY","www.giii.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.227e+09,1.33e+08,2.712e+09,7.23e+08
"866",866,"Quad/Graphics","QUAD","Media","Publishing, Printing","yes","false","false","yes",-24,"no","yes","n/a","no","no",15300,229,8.7,-75.4,"J. Joel Quadracci","U.S.","Sussex","WI","www.quad.com","Public","Market value as of March 31, 2023.",3.217e+09,9e+06,1.702e+09,2.29e+08
"867",867,"Carter's","CRI","Apparel","Apparel","yes","false","false","no",-113,"no","yes","n/a","no","no",15500,2708,-7.9,-26.4,"Michael D. Casey","U.S.","Atlanta","GA","www.carters.com","Public","Market value as of March 31, 2023.",3.213e+09,2.5e+08,2.44e+09,2.708e+09
"868",868,"Coinbase Global","COIN","Financials","Securities","no","true","false","yes",-431,"no","yes","n/a","no","no",4510,15641,-59.3,-172.4,"Brian Armstrong","U.S.","Wilmington","DE","www.coinbase.com","Public","A remote-first company since 2020, it has no principal executive office. Market value as of March 31, 2023.",3.194e+09,2.625e+09,8.9725e+10,1.5641e+10
"869",869,"Match Group","MTCH","Technology","Internet Services and Retailing","yes","false","false","yes",-33,"no","yes","n/a","no","no",2710,10723,6.9,30.3,"Bernard Kim","U.S.","Dallas","TX","www.mtch.com","Public","Market value as of March 31, 2023.",3.189e+09,3.62e+08,4.183e+09,1.0723e+10
"870",870,"Vontier","VNT","Technology","Electronics, Electrical Equip.","yes","false","false","no",-37,"no","yes","n/a","no","no",8100,4244,6.5,-2.8,"Mark D. Morelli","U.S.","Raleigh","NC","www.vontier.com","Public","Market value as of March 31, 2023.",3.184e+09,4.01e+08,4.343e+09,4.244e+09
"871",871,"IDEX","IEX","Industrials","Industrial Machinery","yes","false","false","yes",16,"yes","no","n/a","no","no",8868,17447,15.1,30.6,"Eric D. Ashleman","U.S.","Northbrook","IL","www.idexcorp.com","Public","Market value as of March 31, 2023.",3.182e+09,5.87e+08,5.512e+09,1.7447e+10
"872",872,"Teradyne","TER","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-146,"no","yes","n/a","no","no",6500,16745,-14.8,-29.5,"Gregory S. Smith","U.S.","North Reading","MA","www.teradyne.com","Public","Market value as of March 31, 2023.",3.155e+09,7.16e+08,3.501e+09,1.6745e+10
"873",873,"Deckers Outdoor","DECK","Apparel","Apparel","yes","false","false","yes",45,"yes","no","n/a","no","no",4000,11850,23.8,18.1,"David Powers","U.S.","Goleta","CA","www.deckers.com","Public","Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",3.15e+09,4.52e+08,2.332e+09,1.185e+10
"874",874,"Alight","ALIT","Business Services","Diversified Outsourcing Services","no","false","false","yes",-21,"no","yes","n/a","no","no",18000,5132,7.4,NA,"Stephan D. Scholl","U.S.","Lincolnshire","IL","www.alight.com","Public","Market value as of March 31, 2023.",3.132e+09,6.2e+07,1.1235e+10,5.132e+09
"875",875,"Roku","ROKU","Media","Entertainment","no","true","false","yes",14,"yes","no","n/a","no","no",3600,9222,13.1,-305.5,"Anthony J. Wood","U.S.","San Jose","CA","www.roku.com","Public","Market value as of March 31, 2023.",3.127e+09,4.98e+08,4.413e+09,9.222e+09
"876",876,"PC Connection","CNXN","Wholesalers","Wholesalers: Electronics and Office Equipment","yes","false","false","yes",-21,"no","yes","n/a","no","no",2685,1183,8,27.6,"Timothy J. McGrath","U.S.","Merrimack","NH","www.connection.com","Public","Market value as of March 31, 2023.",3.125e+09,8.9e+07,1.1e+09,1.183e+09
"877",877,"Rackspace Technology","RXT","Technology","Internet Services and Retailing","no","false","false","yes",-49,"no","yes","n/a","no","no",6800,400,3.7,NA,"Amar Maletira","U.S.","San Antonio","TX","www.rackspace.com","Public","Market value as of March 31, 2023.",3.122e+09,8.05e+08,5.457e+09,4e+08
"878",878,"Boston Properties","BXP","Financials","Real estate","yes","false","false","yes",-21,"no","yes","n/a","no","no",780,8487,7.6,68,"Owen D. Thomas","U.S.","Boston","MA","www.bxp.com","Public","A real estate investment trust. Market value as of March 31, 2023.",3.109e+09,8.49e+08,2.4208e+10,8.487e+09
"879",879,"AMC Networks","AMCX","Media","Entertainment","yes","false","true","yes",-62,"no","yes","n/a","no","no",1948,756,0.6,-97,"Kristin A. Dolan","U.S.","New York","NY","www.amcnetworks.com","Public","Market value as of March 31, 2023.",3.097e+09,8e+06,5.634e+09,7.56e+08
"880",880,"Five Below","FIVE","Retailing","Specialty Retailers: Other","yes","false","false","yes",-16,"no","yes","n/a","no","no",14200,11463,8,-6.2,"Joel D. Anderson","U.S.","Philadelphia","PA","www.fivebelow.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",3.076e+09,2.62e+08,3.325e+09,1.1463e+10
"881",881,"Stewart Information Services","STC","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","no",-97,"no","yes","n/a","no","no",7100,1097,-7.2,-49.8,"Frederick H. Eppinger","U.S.","Houston","TX","www.stewart.com","Public","Market value as of March 31, 2023.",3.069e+09,1.62e+08,2.738e+09,1.097e+09
"882",882,"Matador Resources","MTDR","Energy","Mining, Crude-Oil Production","yes","true","false","yes",NA,"","","n/a","no","no",360,5674,83.9,107.6,"Joseph Wm. Foran","U.S.","Dallas","TX","www.matadorresources.com","Public","Market value as of March 31, 2023.",3.058e+09,1.214e+09,5.555e+09,5.674e+09
"883",883,"Crescent Energy","CRGY","Energy","Mining, Crude-Oil Production","yes","false","false","yes",NA,"","","n/a","no","no",870,1888,107,NA,"David C. Rockecharlie","U.S.","Houston","TX","www.crescentenergyco.com","Public","Market value as of March 31, 2023.",3.057e+09,9.7e+07,6.02e+09,1.888e+09
"884",884,"Energizer Holdings","ENR","Household Products","Household and Personal Products","no","false","false","no",-58,"no","yes","n/a","no","no",5500,2479,0.9,-243.9,"Mark S. LaVigne","U.S.","St. Louis","MO","www.energizerholdings.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3.05e+09,2.32e+08,4.572e+09,2.479e+09
"885",885,"Vista Outdoor","VSTO","Business Services","Miscellaneous","yes","false","false","yes",90,"yes","no","n/a","no","no",6900,1568,36.8,77.9,"Gary L. McArthur","U.S.","Anoka","MN","www.vistaoutdoor.com","Public","Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",3.045e+09,4.73e+08,2.396e+09,1.568e+09
"886",886,"Moog","MOGA","Aerospace & Defense","Aerospace & Defense","yes","false","false","no",-24,"no","yes","n/a","no","no",14000,3203,6.4,-1.3,"Patrick J. Roche","U.S.","East Aurora","NY","www.moog.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3.036e+09,1.55e+08,3.432e+09,3.203e+09
"887",887,"Verisk Analytics","VRSK","Business Services","Financial Data Services","yes","false","false","no",-58,"no","yes","n/a","no","no",7000,29680,1.2,43.2,"Lee M. Shavel","U.S.","Jersey City","NJ","www.verisk.com","Public","Includes revenues from discontinued operations. Market value as of March 31, 2023.",3.034e+09,9.54e+08,6.961e+09,2.968e+10
"888",888,"FTI Consulting","FCN","Business Services","Diversified Outsourcing Services","yes","false","false","yes",-6,"no","yes","n/a","no","no",7635,6695,9.1,0.2,"Steven H. Gunby","U.S.","Washington","DC","www.fticonsulting.com","Public","Market value as of March 31, 2023.",3.029e+09,2.36e+08,3.241e+09,6.695e+09
"889",889,"Ensign Group","ENSG","Health Care","Health Care: Medical Facilities","yes","false","false","yes",15,"yes","no","n/a","no","no",29900,5338,15.1,15.4,"Barry R. Port","U.S.","San Juan Capistrano","CA","www.ensigngroup.net","Public","Market value as of March 31, 2023.",3.026e+09,2.25e+08,3.452e+09,5.338e+09
"890",890,"Encore Wire","WIRE","Industrials","Electronics, Electrical Equip.","yes","false","false","yes",20,"yes","no","n/a","no","no",1672,3329,16.4,32.6,"Daniel L. Jones","U.S.","McKinney","TX","www.encorewire.com","Public","Market value as of March 31, 2023.",3.018e+09,7.18e+08,2.019e+09,3.329e+09
"891",891,"Western Alliance Bancorp.","WAL","Financials","Commercial Banks","yes","false","false","yes",NA,"","","n/a","no","no",3365,3896,46.2,17.6,"Kenneth A. Vecchione","U.S.","Phoenix","AZ","www.westernalliancebancorporation.com","Public","Market value as of March 31, 2023.",3.016e+09,1.057e+09,6.7734e+10,3.896e+09
"892",892,"Griffon","GFF","Materials","Building Materials, Glass","no","false","false","no",27,"yes","no","n/a","no","no",6200,1831,18.4,-341.8,"Ronald J. Kramer","U.S.","New York","NY","www.griffon.com","Public","Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3.01e+09,1.92e+08,2.817e+09,1.831e+09
"893",893,"MYR Group","MYRG","Engineering & Construction","Engineering & Construction","yes","false","false","yes",29,"yes","no","n/a","no","no",8500,2100,20.4,-1.9,"Richard S. Swartz","U.S.","Thornton","CO","www.myrgroup.com","Public","Market value as of March 31, 2023.",3.009e+09,8.3e+07,1.399e+09,2.1e+09
"894",894,"SkyWest","SKYW","Transportation","Airlines","yes","false","false","no",NA,"","","n/a","no","no",12717,1082,10.7,-34.8,"Russell A. Childs","U.S.","St. George","UT","www.skywest.com","Public","Market value as of March 31, 2023.",3.005e+09,7.3e+07,7.415e+09,1.082e+09
"895",895,"ITT","ITT","Industrials","Industrial Machinery","yes","false","false","yes",-9,"no","yes","n/a","no","no",10300,7146,8.1,16,"Luca Savi","U.S.","Stamford","CT","www.itt.com","Public","Market value as of March 31, 2023.",2.988e+09,3.67e+08,3.78e+09,7.146e+09
"896",896,"Greenbrier","GBX","Transportation","Transportation Equipment","yes","false","true","yes",NA,"","","n/a","no","no",14400,1055,70.4,44.4,"Lorie L. Tekorius","U.S.","Lake Oswego","OR","www.gbrx.com","Public","Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",2.978e+09,4.7e+07,3.852e+09,1.055e+09
"897",897,"Waters","WAT","Technology","Scientific, Photographic and Control Equipment","yes","false","false","yes",-20,"no","yes","n/a","no","no",8200,18251,6.7,2.2,"Udit Batra","U.S.","Milford","MA","www.waters.com","Public","Market value as of March 31, 2023.",2.972e+09,7.08e+08,3.282e+09,1.8251e+10
"898",898,"AdaptHealth","AHCO","Health Care","Wholesalers: Health Care","yes","false","false","yes",28,"yes","no","n/a","no","no",10900,1684,20.5,-55.6,"Crispin Teufel","U.S.","Plymouth Meeting","PA","www.adapthealth.com","Public","Market value as of March 31, 2023.",2.971e+09,6.9e+07,5.22e+09,1.684e+09
"899",899,"Sun Communities","SUI","Financials","Real estate","yes","false","false","yes",65,"yes","no","n/a","no","no",7397,17531,30.7,-36.3,"Gary A. Shiffman","U.S.","Southfield","MI","www.suncommunities.com","Public","A real estate investment trust. Market value as of March 31, 2023.",2.97e+09,2.42e+08,1.7084e+10,1.7531e+10
"900",900,"Caleres","CAL","Retailing","Specialty Retailers: Apparel","yes","false","false","yes",-19,"no","yes","n/a","no","no",7300,771,6.9,32.6,"John W. Schmidt","U.S.","St. Louis","MO","www.caleres.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",2.968e+09,1.82e+08,1.837e+09,7.71e+08
"901",901,"Gannett","GCI","Media","Publishing, Printing","no","false","false","no",-100,"no","yes","n/a","no","no",14200,273,-8.2,NA,"Michael E. Reed","U.S.","McLean","VA","www.gannett.com","Public","Market value as of March 31, 2023.",2.945e+09,7.8e+07,2.394e+09,2.73e+08
"902",902,"Hillenbrand","HI","Industrials","Industrial Machinery","yes","false","true","yes",-42,"no","yes","n/a","no","no",11000,3298,2.7,-16.4,"Kimberly K. Ryan","U.S.","Batesville","IN","www.hillenbrand.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2.941e+09,2.09e+08,3.868e+09,3.298e+09
"903",903,"Hovnanian Enterprises","HOV","Engineering & Construction","Homebuilders","yes","false","false","yes",-24,"no","yes","n/a","no","no",1866,407,5,-62.9,"Ara K. Hovnanian","U.S.","Matawan","NJ","www.khov.com","Public","Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",2.922e+09,2.26e+08,2.562e+09,4.07e+08
"904",904,"Americold Realty Trust","COLD","Financials","Real estate","no","false","false","no",-11,"no","yes","n/a","no","no",15329,7684,7.4,NA,"George F. Chappelle Jr.","U.S.","Atlanta","GA","www.americold.com","Public","A real estate investment trust. Market value as of March 31, 2023.",2.915e+09,1.9e+07,8.105e+09,7.684e+09
"905",905,"DexCom","DXCM","Health Care","Medical Products and Equipment","yes","false","false","yes",24,"yes","no","n/a","no","no",7550,44894,18.8,120.6,"Kevin R. Sayer","U.S.","San Diego","CA","www.dexcom.com","Public","Market value as of March 31, 2023.",2.91e+09,3.41e+08,5.392e+09,4.4894e+10
"906",906,"New Jersey Resources","NJR","Energy","Utilities: Gas and Electric","yes","false","false","yes",83,"yes","no","n/a","no","no",1288,5154,34.7,133.2,"Jim Abrahamson","U.S.","Wall","NJ","www.njresources.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2.906e+09,2.75e+08,6.261e+09,5.154e+09
"907",907,"V2X","VVX","Aerospace & Defense","Aerospace & Defense","no","false","false","yes",NA,"","","n/a","no","no",15400,1232,62.1,-131.3,"Charles L. Prow","U.S.","McLean","VA","www.gov2x.com","Public","Acquired Vertex Cos. and changed name from Vectrus, July 5, 2022. Market value as of March 31, 2023.",2.891e+09,1.4e+07,3.233e+09,1.232e+09
"908",908,"West Pharmaceutical Services","WST","Health Care","Medical Products and Equipment","yes","false","false","yes",-39,"no","yes","n/a","no","no",10700,25732,2,-11.5,"Eric M. Green","U.S.","Exton","PA","www.westpharma.com","Public","Market value as of March 31, 2023.",2.887e+09,5.86e+08,3.617e+09,2.5732e+10
"909",909,"Benchmark Electronics","BHE","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",59,"yes","no","n/a","no","no",11873,834,28,90.7,"Jeffrey W. Benck","U.S.","Tempe","AZ","www.bench.com","Public","Market value as of March 31, 2023.",2.886e+09,6.8e+07,2.227e+09,8.34e+08
"910",910,"Light & Wonder","LNW","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","yes","false","false","yes",-128,"no","yes","n/a","no","no",6100,5465,-12.9,890.6,"Matthew R. Wilson","U.S.","Las Vegas","NV","www.lnw.com","Public","Includes revenues from discontinued operations. Market value as of March 31, 2023.",2.883e+09,3.675e+09,6.009e+09,5.465e+09
